name|phone num|rating|primary industry|genre|url|city|zipcode|state|address|borough|country|address remark
The Black Sheep|(212) 599-3476|3.0 star rating|restaurant|Irish|/biz/the-black-sheep-new-york|Midtown East, Murray Hill|10016|NY|583 3rd AveNew York, NY 10016|Manhattan|US|
Montebello Ristorante Italiano|(646) 893-0648|3.0 star rating|restaurant|ItalianBars|/biz/montebello-ristorante-italiano-new-york|Midtown East|10022|NY|120 E 56th StNew York, NY 10022|Manhattan|US|
Eata Pita|(212) 297-2500|3.5 star rating|restaurant|Middle EasternSandwiches|/biz/eata-pita-new-york|Midtown East|10017|NY|89 E 42nd StreetNew York, NY 10017|Manhattan|US|
Pazzo Pizza & Restaurant|(212) 233-7120|3.0 star rating|restaurant|PizzaItalianDesserts|/biz/pazzo-pizza-and-restaurant-new-york|Midtown East, Murray Hill|10017|NY|766 2nd AveNew York, NY 10017|Manhattan|US|
Silo Cafe||3.0 star rating|restaurant|Sandwiches|/biz/silo-cafe-new-york-2|Midtown East|10022|NY|805 3rd AveNew York, NY 10022|Manhattan|US|
Adana Grill|(212) 905-0000|3.0 star rating|restaurant|MediterraneanTurkish|/biz/adana-grill-new-york|Midtown East|10017|NY|723 3rd AveNew York, NY 10017|Manhattan|US|
Miss Ks Italian Eatery & Cafe|(212) 689-2250|3.0 star rating|restaurant|Italian|/biz/miss-ks-italian-eatery-and-cafe-new-york|Midtown East|10016|NY|118 Madison AveNew York, NY 10016|Manhattan|US|
Create & Go|(212) 308-1515|3.5 star rating|restaurant|Delis|/biz/create-and-go-new-york|Midtown East|10022|NY|111 E 55th StNew York, NY 10022|Manhattan|US|
Aki Sushi & Grill|(212) 922-1168|3.0 star rating|restaurant|Sushi Bars|/biz/aki-sushi-and-grill-new-york-2|Midtown East, Murray Hill|10016|NY|720 2nd AveNew York, NY 10016|Manhattan|US|
Cafe Daniello’s|(212) 752-5710|3.0 star rating|restaurant|Pizza|/biz/cafe-daniellos-new-york|Midtown East|10022|NY|1072 2nd AveNew York, NY 10022|Manhattan|US|
Cafe Metro|(212) 753-1515|3.0 star rating|restaurant|SaladSandwichesSoup|/biz/cafe-metro-new-york-14|Midtown East|10022|NY|569 Lexington AveNew York, NY 10022|Manhattan|US|
Karizma|(212) 605-9988|3.0 star rating|restaurant|Middle EasternHookah BarsLounges|/biz/karizma-new-york|Midtown East|10022|NY|244 E 51st StNew York, NY 10022|Manhattan|US|
Grand Central Star Cafe|(212) 867-8383|2.5 star rating|restaurant|American (New)|/biz/grand-central-star-cafe-new-york|Midtown East|10017|NY|463 Lexington AveNew York, NY 10017|Manhattan|US|
Le Pain Quotidien - 3 Park Ave|(212) 779-2905|3.0 star rating|restaurant|BakeriesCoffee & TeaBreakfast & Brunch|/biz/le-pain-quotidien-3-park-ave-new-york-2|Midtown East, Murray Hill|10016|NY|3 Park AveNew York, NY 10016|Manhattan|US|
Six Happiness Chinese Restaurant|(212) 973-0885|3.0 star rating|restaurant|Chinese|/biz/six-happiness-chinese-restaurant-new-york|Midtown East, Murray Hill|10016|NY|711 2nd AveNew York, NY 10016|Manhattan|US|
Public House|(212) 682-3710|2.5 star rating|restaurant|Sports BarsAmerican (Traditional)Burgers|/biz/public-house-new-york|Midtown East, Murray Hill|10017|NY|140 E 41st StNew York, NY 10017|Manhattan|US|
Shinbashi|(212) 813-1009|3.5 star rating|restaurant|JapaneseSushi Bars|/biz/shinbashi-new-york|Midtown East|10017|NY|7 E 48th StNew York, NY 10017|Manhattan|US|
Lin’s Gourmet|(212) 752-5586|3.5 star rating|restaurant|Chinese|/biz/lins-gourmet-new-york|Midtown East|10022|NY|1097 2nd AveNew York, NY 10022|Manhattan|US|
Our Place Tea Garden|(212) 753-3900|3.5 star rating|restaurant|Chinese|/biz/our-place-tea-garden-new-york|Midtown East|10022|NY|141 E 55th StNew York, NY 10022|Manhattan|US|
Murray Hill Diner|(212) 686-6667|3.0 star rating|restaurant|Diners|/biz/murray-hill-diner-new-york-2|Midtown East, Murray Hill, Kips Bay|10016|NY|222 Lexington AveNew York, NY 10016|Manhattan|US|
Pax Wholesome Foods|(212) 972-5600|3.0 star rating|restaurant|SandwichesCaterers|/biz/pax-wholesome-foods-new-york-15|Midtown East, Murray Hill|10017|NY|202 E 42nd StNew York, NY 10017|Manhattan|US|
Mint|(212) 644-8888|3.0 star rating|restaurant|Indian|/biz/mint-new-york-3|Midtown East|10022|NY|150 E 50th StNew York, NY 10022|Manhattan|US|
Teqa|(212) 213-3223|2.5 star rating|restaurant|Mexican|/biz/teqa-new-york-11|Midtown East, Kips Bay|10016|NY|443 3rd AveNew York, NY 10016|Manhattan|US|
Pret A Manger|(646) 688-1052|3.5 star rating|restaurant|SandwichesCoffee & TeaBreakfast & Brunch|/biz/pret-a-manger-new-york-31|Midtown East|10017|NY|485 Lexington AvenueNew York, NY 10017|Manhattan|US|
Pret A Manger|(646) 810-2422|4.0 star rating|restaurant|SandwichesCoffee & TeaBreakfast & Brunch|/biz/pret-a-manger-new-york-30|Midtown East|10022|NY|880 Third AvenueNew York, NY 10022|Manhattan|US|
The Skylight Shoppe|(212) 750-0100|4.0 star rating|restaurant|Comfort Food|/biz/the-skylight-shoppe-new-york|Midtown East|10022|NY|37 E 50th StNew York, NY 10022|Manhattan|US|
Nations Cafe|(212) 308-2001|2.5 star rating|restaurant|DinersCafes|/biz/nations-cafe-new-york-2|Midtown East|10017|NY|875 United Nations PlzNew York, NY 10017|Manhattan|US|
John’s Coffee Shop|(212) 867-4955|3.0 star rating|restaurant|DinersCoffee & Tea|/biz/johns-coffee-shop-new-york-8|Midtown East|10017|NY|823 2nd AveNew York, NY 10017|Manhattan|US|
Bar 515|(212) 532-3300|3.0 star rating|restaurant|Sports BarsBurgersSeafood|/biz/bar-515-new-york|Midtown East, Murray Hill|10016|NY|515 3rd AveNew York, NY 10016|Manhattan|US|
Delegates’ Dining Room|(917) 367-3314|3.5 star rating|restaurant|American (Traditional)Specialty Food|/biz/delegates-dining-room-new-york-2|Midtown East|10017|NY|United Nations - Secretariat BuildingNew York, NY 10017|Manhattan|US|
Just Salad|(212) 244-1111|3.5 star rating|restaurant|American (New)Salad|/biz/just-salad-new-york-4|Midtown East, Murray Hill|10016|NY|600 3rd AveNew York, NY 10016|Manhattan|US|
The Wheeltapper Pub|(212) 351-6800|3.0 star rating|restaurant|IrishPubsBurgers|/biz/the-wheeltapper-pub-new-york|Midtown East|10017|NY|141 E 44th StNew York, NY 10017|Manhattan|US|
Guy & Gallard Restaurant|(212) 447-5282|3.5 star rating|restaurant|Coffee & TeaSandwiches|/biz/guy-and-gallard-restaurant-new-york|Midtown East, Murray Hill|10016|NY|475 Park Ave SNew York, NY 10016|Manhattan|US|
Pepela New York|(212) 658-1115|3.5 star rating|restaurant|Wine BarsModern European|/biz/pepela-new-york-new-york|Midtown East|10016|NY|104 E 30th StNew York, NY 10016|Manhattan|US|
Thai Toon||3.0 star rating|restaurant|Thai|/biz/thai-toon-new-york|Midtown East|10017|NY|87 E 42nd StNew York, NY 10017|Manhattan|US|
La Mediterranee Bistro and Wine Bar|(212) 755-4155|3.5 star rating|restaurant|French|/biz/la-mediterranee-bistro-and-wine-bar-new-york|Midtown East|10022|NY|947 2nd AveNew York, NY 10022|Manhattan|US|
Pret A Manger|(212) 207-4101|3.5 star rating|restaurant|SandwichesCoffee & TeaBreakfast & Brunch|/biz/pret-a-manger-new-york-4|Midtown East|10022|NY|400 Park AvenueNew York, NY 10022|Manhattan|US|
Bimmy’s- Food Made With Love|(646) 395-3868|5.0 star rating|restaurant|Sandwiches|/biz/bimmys-food-made-with-love-new-york|Midtown East|10017|NY|815 E 2nd AveNew York, NY 10017|Manhattan|US|
Michael Jordan’s The Steak House NYC|(212) 655-2300|3.0 star rating|restaurant|Steakhouses|/biz/michael-jordans-the-steak-house-nyc-new-york|Midtown East|10017|NY|23 E Vanderbilt AveNew York, NY 10017|Manhattan|US|
Mr. K’s Restaurant|(212) 583-1668|3.0 star rating|restaurant|Chinese|/biz/mr-ks-restaurant-new-york|Midtown East|10022|NY|570 Lexington AveNew York, NY 10022|Manhattan|US|
Redemption NYC|(212) 319-4545|3.0 star rating|restaurant|LoungesAmerican (Traditional)Sports Bars|/biz/redemption-nyc-new-york|Midtown East|10022|NY|1003 2nd AveNew York, NY 10022|Manhattan|US|
Azusa of Japan|(212) 681-0001|3.0 star rating|restaurant|Japanese|/biz/azusa-of-japan-new-york|Midtown East|10017|NY|3 E 44th StNew York, NY 10017|Manhattan|US|
Pizza & Pita|(212) 679-6161|3.5 star rating|restaurant|PizzaMediterranean|/biz/pizza-and-pita-new-york|Midtown East, Murray Hill, Kips Bay|10016|NY|344 E 34th StNew York, NY 10016|Manhattan|US|
BV’s Grill|(212) 753-2874|4.0 star rating|restaurant|Steakhouses|/biz/bvs-grill-new-york|Midtown East|10022|NY|919 3rd AveNew York, NY 10022|Manhattan|US|
La Giara|(212) 726-9855|3.0 star rating|restaurant|Italian|/biz/la-giara-new-york|Midtown East, Murray Hill, Kips Bay|10016|NY|501 3rd AveNew York, NY 10016|Manhattan|US|
Bobby Van’s Steakhouse|(212) 867-5490|3.5 star rating|restaurant|SteakhousesAmerican (Traditional)Seafood|/biz/bobby-vans-steakhouse-new-york-10|Midtown East|10169|NY|230 Park AvenueNew York, NY 10169|Manhattan|US|
Macaron Cafe|(212) 983-2370|3.5 star rating|restaurant|DessertsCafes|/biz/macaron-cafe-new-york-4|Midtown East|10017|NY|750 3rd AveNew York, NY 10017|Manhattan|US|
The Irish Exit|(212) 755-8383|3.0 star rating|restaurant|PubsIrish|/biz/the-irish-exit-new-york-2|Midtown East|10022|NY|978 2nd AveNew York, NY 10022|Manhattan|US|
Chop’t Creative Salad Company|(646) 439-0262|3.5 star rating|restaurant|SaladSandwiches|/biz/chopt-creative-salad-company-new-york-10|Midtown East, Murray Hill|10017|NY|100 Park AveNew York, NY 10017|Manhattan|US|
Patrick Conway’s|(212) 286-1873|3.0 star rating|restaurant|PubsIrish|/biz/patrick-conways-new-york|Midtown East|10017|NY|40 E 43rd StNew York, NY 10017|Manhattan|US|
Food World|(212) 661-1110|3.5 star rating|restaurant|BuffetsStreet Vendors|/biz/food-world-new-york|Midtown East|10017|NY|20 E 46th StNew York, NY 10017|Manhattan|US|
Le Perigord|(646) 828-7113|3.5 star rating|restaurant|French|/biz/le-perigord-new-york|Midtown East|10022|NY|405 E 52nd StNew York, NY 10022|Manhattan|US|
Cafe K|(212) 688-5373|3.0 star rating|restaurant|ItalianKosher|/biz/cafe-k-new-york|Midtown East|10017|NY|8 E 48th StNew York, NY 10017|Manhattan|US|
Güllüoglu Baklava Cafe|(212) 813-0500|3.0 star rating|restaurant|TurkishDesserts|/biz/g%C3%BCll%C3%BCoglu-baklava-cafe-new-york-2|Midtown East|10022|NY|982 2nd AveNew York, NY 10022|Manhattan|US|
Lenny’s|(212) 355-5700|3.5 star rating|restaurant|American (New)Sandwiches|/biz/lennys-new-york-3|Midtown East|10022|NY|1024 2nd AveNew York, NY 10022|Manhattan|US|
Ava Sushi|(212) 935-7888|4.0 star rating|restaurant|JapaneseAsian Fusion|/biz/ava-sushi-new-york|Midtown East|10022|NY|1047 2nd AveNew York, NY 10022|Manhattan|US|
Dawat Haute Indian Cuisine|(212) 355-7555|3.5 star rating|restaurant|Indian|/biz/dawat-haute-indian-cuisine-new-york|Midtown East|10022|NY|210 E 58th StNew York, NY 10022|Manhattan|US|
Silo Cafe|(212) 532-0639|3.0 star rating|restaurant|Sushi BarsJapaneseDelis|/biz/silo-cafe-new-york|Midtown East, Murray Hill|10016|NY|31 E 32nd StNew York, NY 10016|Manhattan|US|
Opia Restaurant|(212) 688-3939|3.0 star rating|restaurant|FrenchLounges|/biz/opia-restaurant-new-york|Midtown East|10022|NY|130 E 57th StNew York, NY 10022|Manhattan|US|
Wok To Walk|(646) 964-5333|3.0 star rating|restaurant|Asian Fusion|/biz/wok-to-walk-new-york-3|Midtown East|10017|NY|684 3rd AveNew York, NY 10017|Manhattan|US|
The Hill|(212) 481-1712|3.0 star rating|restaurant|American (New)Lounges|/biz/the-hill-new-york|Midtown East, Kips Bay|10016|NY|416 3rd AveNew York, NY 10016|Manhattan|US|
Lavo|(212) 750-5588|3.0 star rating|restaurant|ItalianDance ClubsSteakhouses|/biz/lavo-new-york|Midtown East|10022|NY|39 E 58th StNew York, NY 10022|Manhattan|US|
Royal Pizza|(212) 685-3619|4.0 star rating|restaurant|Pizza|/biz/royal-pizza-new-york|Midtown East, Murray Hill|10016|NY|592 3rd AveNew York, NY 10016|Manhattan|US|
Le Cirque Cafe|(212) 644-0202|3.5 star rating|restaurant|CafesLoungesWine Bars|/biz/le-cirque-cafe-new-york|Midtown East|10022|NY|151 E 58th StNew York, NY 10022|Manhattan|US|
Zen Palate|(212) 685-6888|3.0 star rating|restaurant|ChineseVeganVegetarian|/biz/zen-palate-new-york-8|Midtown East, Murray Hill|10016|NY|516 3rd AveNew York, NY 10016|Manhattan|US|
Noodles 28|(212) 679-2888|3.0 star rating|restaurant|Chinese|/biz/noodles-28-new-york-2|Midtown East, Kips Bay|10016|NY|417 3rd AveNew York, NY 10016|Manhattan|US|
New York Luncheonette|(212) 838-0165|3.5 star rating|restaurant|Diners|/biz/new-york-luncheonette-new-york|Midtown East|10022|NY|135 E 50th StNew York, NY 10022|Manhattan|US|
Bravo Pizza|(212) 867-4960|3.5 star rating|restaurant|Pizza|/biz/bravo-pizza-new-york-6|Midtown East|10017|NY|6 E 42nd StNew York, NY 10017|Manhattan|US|
Financier Patisserie|(212) 419-0100|3.5 star rating|restaurant|BakeriesFrenchCoffee & Tea|/biz/financier-patisserie-new-york-3|Midtown East|10022|NY|983 1st AveNew York, NY 10022|Manhattan|US|
Pret A Manger|(212) 867-0400|3.5 star rating|restaurant|SandwichesCoffee & TeaBreakfast & Brunch|/biz/pret-a-manger-new-york-46|Midtown East, Murray Hill|10017|NY|265 Madison AveNew York, NY 10017|Manhattan|US|
La Brochette|(212) 972-2200|4.0 star rating|restaurant|SteakhousesKosherSushi Bars|/biz/la-brochette-new-york|Midtown East, Murray Hill|10016|NY|340 Lexington AveNew York, NY 10016|Manhattan|US|
Mr Chow|(212) 751-9030|3.0 star rating|restaurant|Chinese|/biz/mr-chow-new-york|Midtown East|10022|NY|324 E 57th StNew York, NY 10022|Manhattan|US|
Lexler Deli|(212) 687-0820|4.0 star rating|restaurant|Delis|/biz/lexler-deli-new-york|Midtown East|10017|NY|405 Lexington AveNew York, NY 10017|Manhattan|US|
Grand Cafe|(212) 883-6789|3.5 star rating|restaurant|Delis|/biz/grand-cafe-new-york|Midtown East|10169|NY|230 Park AveNew York, NY 10169|Manhattan|US|
PJ Moran’s|(212) 753-6440|3.0 star rating|restaurant|IrishAmerican (Traditional)Irish Pub|/biz/pj-morans-new-york|Midtown East|10017|NY|3 E 48th StNew York, NY 10017|Manhattan|US|
Super Dumpling|(212) 808-9388|3.0 star rating|restaurant|Ethnic FoodChinese|/biz/super-dumpling-new-york|Midtown East|10017|NY|251 E 45th StNew York, NY 10017|Manhattan|US|
Chickpea|(212) 486-4500|3.0 star rating|restaurant|MediterraneanGreek|/biz/chickpea-new-york-11|Midtown East|10022|NY|601 Lexington AveNew York, NY 10022|Manhattan|US|
Al Bustan|(212) 759-5933|3.5 star rating|restaurant|Lebanese|/biz/al-bustan-new-york|Midtown East|10022|NY|319 E 53rd StNew York, NY 10022|Manhattan|US|
Ashton’s Alley|(212) 688-8625|2.5 star rating|restaurant|BurgersAmerican (Traditional)Sports Bars|/biz/ashtons-alley-new-york-2|Midtown East|10022|NY|825 3rd AveNew York, NY 10022|Manhattan|US|
Fresh & Co|(212) 681-6810|3.0 star rating|restaurant|Delis|/biz/fresh-and-co-new-york|Midtown East|10022|NY|681 Lexington AveNew York, NY 10022|Manhattan|US|
Charlie Palmer Steak|(646) 559-8440|4.0 star rating|restaurant|American (New)|/biz/charlie-palmer-steak-manhattan|Midtown East|10022|NY|5 E 54th StManhattan, NY 10022|Manhattan|US|
Sushi-Ann Restaurant|(212) 755-1780|3.5 star rating|restaurant|JapaneseSushi Bars|/biz/sushi-ann-restaurant-new-york|Midtown East|10022|NY|38 E 51st StNew York, NY 10022|Manhattan|US|
Shun Lee Palace|(212) 371-8844|3.5 star rating|restaurant|Chinese|/biz/shun-lee-palace-new-york|Midtown East|10022|NY|155 E 55th StNew York, NY 10022|Manhattan|US|
Mulligan’s Pub|(212) 286-0207|3.0 star rating|restaurant|American (Traditional)PubsIrish|/biz/mulligans-pub-new-york|Midtown East, Murray Hill|10016|NY|267 Madison AveNew York, NY 10016|Manhattan|US|
Keats Restaurant|(212) 682-5490|3.0 star rating|restaurant|American (Traditional)KaraokeBars|/biz/keats-restaurant-new-york-5|Midtown East|10017|NY|842 2nd AveNew York, NY 10017|Manhattan|US|
Villard Michel Richard|(212) 891-8100|3.5 star rating|restaurant|FrenchBreakfast & Brunch|/biz/villard-michel-richard-new-york|Midtown East|10022|NY|455 Madison AveNew York, NY 10022|Manhattan|US|
Daniel’s Bagels|(212) 972-9733|3.5 star rating|restaurant|BagelsBreakfast & BrunchSandwiches|/biz/daniels-bagels-new-york|Midtown East, Murray Hill|10016|NY|569 3rd AveNew York, NY 10016|Manhattan|US|
The Fitz|(212) 784-2560|3.5 star rating|restaurant|American (New)Irish PubGastropubs|/biz/the-fitz-new-york|Midtown East|10022|NY|687 Lexington AveNew York, NY 10022|Manhattan|US|
Lucky’s Cafe|(212) 683-3111|3.5 star rating|restaurant|DinersDessertsCoffee & Tea|/biz/luckys-cafe-new-york|Midtown East, Murray Hill, Kips Bay|10016|NY|593 First AveNew York, NY 10016|Manhattan|US|
Ray’s Pizza|(212) 311-8176|3.5 star rating|restaurant|Pizza|/biz/rays-pizza-new-york-12|Midtown East|10022|NY|252 E 51st StNew York, NY 10022|Manhattan|US|
Windsor Gansevoort Park|(646) 380-5301|3.5 star rating|restaurant|BurgersAmerican (Traditional)|/biz/windsor-gansevoort-park-new-york|Midtown East, Flatiron|10016|NY|420 Park Ave SNew York, NY 10016|Manhattan|US|
Gigi Cafe|(212) 686-1900|3.5 star rating|restaurant|DinersAmerican (Traditional)|/biz/gigi-cafe-new-york|Midtown East, Murray Hill|10016|NY|64 E 34th StNew York, NY 10016|Manhattan|US|
Brick Oven Pizza 33|(212) 545-9191|3.0 star rating|restaurant|Pizza|/biz/brick-oven-pizza-33-new-york-7|Midtown East, Murray Hill, Kips Bay|10016|NY|489 Third AveNew York, NY 10016|Manhattan|US|
Galway Pub|(212) 725-2353|3.0 star rating|restaurant|PubsIrish|/biz/galway-pub-new-york|Midtown East|10016|NY|7 E 36th StNew York, NY 10016|Manhattan|US|
Clarke’s Standard|(212) 838-6000|2.5 star rating|restaurant|Ice Cream & Frozen YogurtBurgers|/biz/clarkes-standard-new-york|Midtown East|10022|NY|636 Lexington AveNew York, NY 10022|Manhattan|US|
Clover Delicatessen|(212) 683-0227|3.5 star rating|restaurant|Delis|/biz/clover-delicatessen-new-york|Midtown East, Murray Hill, Kips Bay|10016|NY|621 2nd AveNew York, NY 10016|Manhattan|US|
Trump Tower|(212) 832-2000|3.0 star rating|restaurant|American (New)|/biz/trump-tower-new-york|Midtown East|10022|NY|725 5th AveNew York, NY 10022|Manhattan|US|
Grata|(212) 842-0007|3.0 star rating|restaurant|MediterraneanItalianWine Bars|/biz/grata-new-york|Midtown East|10022|NY|1076 1st AveNew York, NY 10022|Manhattan|US|
Market Cafe|(212) 681-6300|4.0 star rating|restaurant|DelisPizzaCafes|/biz/market-cafe-new-york-5|Midtown East|10017|NY|425 Lexington AveNew York, NY 10017|Manhattan|US|
The Press Box|(212) 317-1826|3.5 star rating|restaurant|PubsIrishSports Bars|/biz/the-press-box-new-york|Midtown East|10022|NY|932 2nd AveNew York, NY 10022|Manhattan|US|
Bella Napoli|(212) 683-4510|3.5 star rating|restaurant|PizzaItalian|/biz/bella-napoli-new-york|Midtown East|10016|NY|130 Madison AveNew York, NY 10016|Manhattan|US|
Muldoon’s|(212) 599-2750|3.5 star rating|restaurant|IrishPubs|/biz/muldoons-new-york-city|Midtown East|10017|NY|692 3rd AveNew York City, NY 10017|Manhattan|US|
Potbelly Sandwich Shop|(646) 753-5170|4.5 star rating|restaurant|SandwichesDelisSalad|/biz/potbelly-sandwich-shop-new-york-17|Midtown East, Murray Hill|10017|NY|100 Park Ave and E 40th StNew York, NY 10017|Manhattan|US|
Libretto’s Pizza|(212) 213-6445|3.5 star rating|restaurant|Pizza|/biz/librettos-pizza-new-york|Midtown East, Murray Hill|10016|NY|546 3rd AveNew York, NY 10016|Manhattan|US|
Hummus 21|(212) 371-2161|4.0 star rating|restaurant|MediterraneanKosherMiddle Eastern|/biz/hummus-21-new-york-2|Midtown East|10022|NY|1055 1st AveNew York, NY 10022|Manhattan|US|
Parnell’s Pub & Restaurant|(929) 226-1898|3.5 star rating|restaurant|PubsAmerican (Traditional)|/biz/parnells-pub-and-restaurant-new-york|Midtown East|10022|NY|350 E 53rd StNew York, NY 10022|Manhattan|US|
Wolf & Lamb Steakhouse & Delicatessen|(212) 317-1950|3.5 star rating|restaurant|SteakhousesKosherDelis|/biz/wolf-and-lamb-steakhouse-and-delicatessen-new-york|Midtown East|10017|NY|10 E 48th StNew York, NY 10017|Manhattan|US|
Failte|(212) 725-9440|3.5 star rating|restaurant|PubsIrish|/biz/failte-new-york|Midtown East, Kips Bay|10016|NY|531 2nd AveNew York, NY 10016|Manhattan|US|
The Cutting Room|(212) 691-1900|3.0 star rating|restaurant|BarsAmerican (New)Music Venues|/biz/the-cutting-room-new-york-2|Midtown East, Murray Hill|10016|NY|44 E 32nd StNew York, NY 10016|Manhattan|US|
Burger Heaven|(212) 752-0340|3.0 star rating|restaurant|Burgers|/biz/burger-heaven-new-york|Midtown East|10022|NY|9 E 53rd StNew York, NY 10022|Manhattan|US|
Oaxaca Mexican Grill|(212) 818-9500|3.0 star rating|restaurant|Mexican|/biz/oaxaca-mexican-grill-new-york|Midtown East|10167|NY|245 Park AveNew York, NY 10167|Manhattan|US|
Lasagna Ristorante|(212) 308-5353|3.0 star rating|restaurant|Italian|/biz/lasagna-ristorante-new-york|Midtown East|10022|NY|941 2nd AveNew York, NY 10022|Manhattan|US|
99 Miles to Philly|(212) 297-9500|3.5 star rating|restaurant|CheesesteaksSaladSandwiches|/biz/99-miles-to-philly-new-york-5|Midtown East|10017|NY|300 E 45th StNew York, NY 10017|Manhattan|US|
Palace Restaurant|(212) 319-8989|3.5 star rating|restaurant|American (Traditional)Diners|/biz/palace-restaurant-new-york|Midtown East|10022|NY|122 E 57th StNew York, NY 10022|Manhattan|US|
Caffé Martier|(212) 207-4165|3.5 star rating|restaurant|Coffee & TeaBreakfast & BrunchBakeries|/biz/caff%C3%A9-martier-new-york-2|Midtown East|10022|NY|1012 2nd AveNew York, NY 10022|Manhattan|US|
Tal Bagels|(212) 753-9080|3.5 star rating|restaurant|BagelsSaladBreakfast & Brunch|/biz/tal-bagels-new-york-3|Midtown East|10022|NY|979 1st AveNew York, NY 10022|Manhattan|US|
Bar Rua|(212) 689-6900|4.0 star rating|restaurant|Sports BarsPubsBreakfast & Brunch|/biz/bar-rua-new-york|Midtown East, Murray Hill, Kips Bay|10016|NY|497 3rd AveNew York, NY 10016|Manhattan|US|
Aji Sushi|(929) 600-2011|3.5 star rating|restaurant|Sushi BarsJapanese|/biz/aji-sushi-new-york-2|Midtown East, Murray Hill|10016|NY|519 3rd AveNew York, NY 10016|Manhattan|US|
Le Pain Quotidien - East 53rd St|(646) 845-0012|3.0 star rating|restaurant|Breakfast & BrunchBakeriesOrganic Stores|/biz/le-pain-quotidien-east-53rd-st-new-york|Midtown East|10022|NY|7 E 53rd StNew York, NY 10022|Manhattan|US|
Nanoosh|(212) 447-4345|3.0 star rating|restaurant|Mediterranean|/biz/nanoosh-new-york-3|Midtown East, Murray Hill|10016|NY|173 Madison AveNew York, NY 10016|Manhattan|US|
Ramen Takumi|(212) 679-2752|3.0 star rating|restaurant|Japanese|/biz/ramen-takumi-new-york-2|Midtown East, Murray Hill|10016|NY|517 3rd AveNew York, NY 10016|Manhattan|US|
Toledo Restaurant|(212) 696-5036|4.0 star rating|restaurant|SpanishBasque|/biz/toledo-restaurant-new-york|Midtown East|10016|NY|6 E 36th StNew York, NY 10016|Manhattan|US|
Chop’t Creative Salad Company|(212) 421-2300|3.5 star rating|restaurant|SandwichesSalad|/biz/chopt-creative-salad-company-new-york-6|Midtown East|10022|NY|165 E 52nd StNew York, NY 10022|Manhattan|US|
Hiroshi Japanese Fusion|(212) 661-9288|3.5 star rating|restaurant|JapaneseThai|/biz/hiroshi-japanese-fusion-new-york|Midtown East, Murray Hill|10016|NY|585 3rd AveNew York, NY 10016|Manhattan|US|
Pret A Manger|(646) 688-1050|4.0 star rating|restaurant|Coffee & TeaSandwichesBreakfast & Brunch|/biz/pret-a-manger-new-york-23|Midtown East|10017|NY|757 Third AvenueNew York, NY 10017|Manhattan|US|
Neary’s|(212) 751-1434|3.5 star rating|restaurant|American (New)Pubs|/biz/nearys-new-york|Midtown East|10022|NY|358 E 57th StNew York, NY 10022|Manhattan|US|
Ah! Chihuahua|(212) 888-6807|3.0 star rating|restaurant|Mexican|/biz/ah-chihuahua-new-york|Midtown East|10022|NY|330 E 53rd StNew York, NY 10022|Manhattan|US|
Moonstruck Diner|(212) 752-1711|3.0 star rating|restaurant|Diners|/biz/moonstruck-diner-new-york-7|Midtown East|10022|NY|250 E 58th StNew York, NY 10022|Manhattan|US|
Akura Sushi|(212) 679-0888|3.5 star rating|restaurant|Sushi Bars|/biz/akura-sushi-new-york|Midtown East|10016|NY|39 E 31st StNew York, NY 10016|Manhattan|US|
Mimi’s Italian Restaurant and Piano Bar|(212) 688-4692|3.5 star rating|restaurant|American (Traditional)BarsItalian|/biz/mimis-italian-restaurant-and-piano-bar-new-york|Midtown East|10022|NY|984 2nd AveNew York, NY 10022|Manhattan|US|
Padre Figlio|(212) 286-4310|3.5 star rating|restaurant|ItalianSeafood|/biz/padre-figlio-new-york|Midtown East|10017|NY|310 E 44th StNew York, NY 10017|Manhattan|US|
Tulsi|(212) 888-0820|3.5 star rating|restaurant|IndianHalal|/biz/tulsi-new-york|Midtown East|10017|NY|211 E 46th StNew York, NY 10017|Manhattan|US|
Fagiolini|(212) 682-0310|3.0 star rating|restaurant|Italian|/biz/fagiolini-new-york|Midtown East, Murray Hill|10016|NY|120 E 40th StNew York, NY 10016|Manhattan|US|
Le Grande Caffe|(212) 784-0087|2.5 star rating|restaurant|Restaurants|/biz/le-grand-caffe-new-york|Midtown East|10022|NY|1078 First AvenueNew York, NY 10022|Manhattan|US|
Townhouse Diner|(212) 599-6254|3.5 star rating|restaurant|Breakfast & BrunchAmerican (New)|/biz/townhouse-diner-new-york|Midtown East, Murray Hill|10016|NY|696 2nd AveNew York, NY 10016|Manhattan|US|
Sushiden Madison Avenue|(212) 758-2700|3.5 star rating|restaurant|Sushi BarsJapanese|/biz/sushiden-madison-avenue-new-york|Midtown East|10017|NY|19 E 49th StNew York, NY 10017|Manhattan|US|
Delectica on Madison|(212) 510-7415|3.5 star rating|restaurant|Coffee & TeaBreakfast & Brunch|/biz/delectica-on-madison-new-york|Midtown East|10016|NY|121 Madison AveNew York, NY 10016|Manhattan|US|
Annie Moore’s Bar & Restaurant|(212) 986-7826|3.0 star rating|restaurant|PubsAmerican (Traditional)|/biz/annie-moores-bar-and-restaurant-new-york|Midtown East|10017|NY|50 E 43rd StNew York, NY 10017|Manhattan|US|
Madison Bistro|(212) 447-1919|3.0 star rating|restaurant|French|/biz/madison-bistro-new-york|Midtown East|10016|NY|238 Madison AveNew York, NY 10016|Manhattan|US|
