name|phone num|rating|primary industry|genre|url|city|zipcode|state|address|borough|country|address remark
Maman|(212) 226-0700|4.0 star rating|restaurant|BakeriesCoffee & TeaCafes|/biz/maman-new-york-2|SoHo|10013|NY|239 Centre StNew York, NY 10013|Manhattan|US|
Estela|(212) 219-7693|4.0 star rating|restaurant|American (New)Breakfast & Brunch|/biz/estela-new-york-2|NoHo, Nolita|10012|NY|47 E Houston StNew York, NY 10012|Manhattan|US|
Chefs Club by Food & Wine NY|(212) 941-1100|4.0 star rating|restaurant|American (New)|/biz/chefs-club-by-food-and-wine-ny-new-york|Nolita|10012|NY|275 Mulberry StNew York, NY 10012|Manhattan|US|
Osteria Morini|(212) 965-8777|4.0 star rating|restaurant|Italian|/biz/osteria-morini-new-york|SoHo|10012|NY|218 Lafayette StNew York, NY 10012|Manhattan|US|
Ed’s Lobster Bar|(212) 343-3236|4.0 star rating|restaurant|SeafoodBars|/biz/eds-lobster-bar-new-york-3|SoHo|10012|NY|222 Lafayette StNew York, NY 10012|Manhattan|US|
Epistrophy|(212) 966-0904|4.0 star rating|restaurant|Wine BarsItalian|/biz/epistrophy-new-york|Nolita|10012|NY|200 Mott StNew York, NY 10012|Manhattan|US|
Il Buco|(212) 533-1932|4.0 star rating|restaurant|ItalianAmerican (New)|/biz/il-buco-new-york|NoHo|10012|NY|47 Bond StNew York, NY 10012|Manhattan|US|
Little Rascal|(212) 966-0446|4.0 star rating|restaurant|Middle EasternTurkishMediterranean|/biz/little-rascal-new-york|Nolita|10012|NY|163 Elizabeth StNew York, NY 10012|Manhattan|US|
Nelson Blue|(212) 346-9090|3.5 star rating|restaurant|Gastropubs|/biz/nelson-blue-new-york|Financial District, South Street Seaport|10038|NY|233 Front StNew York, NY 10038|Manhattan|US|
Trading Post|(646) 370-3337|4.0 star rating|restaurant|BarsAmerican (New)|/biz/trading-post-new-york|South Street Seaport|10038|NY|170 John StNew York, NY 10038|Manhattan|US|
Isola Trattoria & Crudo Bar|(212) 389-1000|3.5 star rating|restaurant|ItalianCocktail Bars|/biz/isola-trattoria-and-crudo-bar-new-york-3|SoHo|10013|NY|9 Crosby StNew York, NY 10013|Manhattan|US|
Habana To-Go|(212) 625-2002|4.0 star rating|restaurant|MexicanCuban|/biz/habana-to-go-new-york|Nolita|10012|NY|229 Elizabeth StNew York, NY 10012|Manhattan|US|
Sarge’s Deli|(212) 679-0442|4.0 star rating|restaurant|DelisSandwichesBreakfast & Brunch|/biz/sarges-deli-new-york|Midtown East, Murray Hill|10016|NY|548 3rd AveNew York, NY 10016|Manhattan|US|
Le Philosophe|(212) 388-0038|4.0 star rating|restaurant|French|/biz/le-philosophe-new-york|NoHo|10012|NY|55 Bond StNew York, NY 10012|Manhattan|US|
Fiat Cafe|(212) 969-1809|4.0 star rating|restaurant|ItalianCafesBreakfast & Brunch|/biz/fiat-cafe-new-york|Nolita|10012|NY|203 Mott StNew York, NY 10012|Manhattan|US|
La Esquina Corner Deli|(646) 613-7100|4.0 star rating|restaurant|Latin AmericanMexican|/biz/la-esquina-corner-deli-new-york|SoHo|10012|NY|114 Kenmare StNew York, NY 10012|Manhattan|US|
Barbalu Restaurant|(646) 918-6565|4.0 star rating|restaurant|Italian|/biz/barbalu-restaurant-new-york|South Street Seaport|10038|NY|225-227 Front StNew York, NY 10038|Manhattan|US|
Taim Falafel|(212) 219-0600|4.5 star rating|restaurant|Falafel|/biz/taim-falafel-new-york|Nolita|10012|NY|45 Spring StNew York, NY 10012|Manhattan|US|
Sam’s Place|(212) 599-6360|4.0 star rating|restaurant|Italian|/biz/sams-place-new-york|Midtown East, Murray Hill|10016|NY|132 E 39th StNew York, NY 10016|Manhattan|US|
Cherche Midi|(212) 226-3055|4.0 star rating|restaurant|French|/biz/cherche-midi-new-york|Nolita|10012|NY|282 BoweryNew York, NY 10012|Manhattan|US|
BarBossa|(212) 625-2340|4.0 star rating|restaurant|Brazilian|/biz/barbossa-new-york|Nolita|10012|NY|232 Elizabeth StNew York, NY 10012|Manhattan|US|
Wild Edibles|(212) 213-8552|4.0 star rating|restaurant|SeafoodSeafood Markets|/biz/wild-edibles-new-york|Midtown East, Murray Hill|10016|NY|535 3rd AveNew York, NY 10016|Manhattan|US|
Burger & Barrel|(212) 334-7320|4.0 star rating|restaurant|Burgers|/biz/burger-and-barrel-new-york-2|SoHo|10012|NY|25 W Houston StNew York, NY 10012|Manhattan|US|
Balaboosta|(212) 966-7366|4.0 star rating|restaurant|Mediterranean|/biz/balaboosta-new-york|Nolita|10012|NY|214 Mulberry StNew York, NY 10012|Manhattan|US|
The Musket Room|(212) 219-0764|4.5 star rating|restaurant|DinersAmerican (Traditional)|/biz/the-musket-room-new-york|Nolita|10012|NY|265 Elizabeth StNew York, NY 10012|Manhattan|US|
L’asso|(212) 219-2353|4.0 star rating|restaurant|ItalianPizzaGluten-Free|/biz/l-asso-new-york-3|Nolita|10012|NY|192 Mott StNew York, NY 10012|Manhattan|US|
Ruby’s|(212) 925-5755|4.0 star rating|restaurant|BurgersCoffee & Tea|/biz/rubys-new-york|Nolita|10012|NY|219 Mulberry StNew York, NY 10012|Manhattan|US|
Lombardi’s Pizza|(212) 941-7994|4.0 star rating|restaurant|Pizza|/biz/lombardis-pizza-new-york|Nolita|10012|NY|32 Spring StNew York, NY 10012|Manhattan|US|
Swift|(212) 227-9438|4.0 star rating|restaurant|RestaurantsBars|/biz/swift-new-york|NoHo|10003|NY|34 E 4th StNew York, NY 10003|Manhattan|US|
Balzem|(646) 837-7033|4.0 star rating|restaurant|MediterraneanTapas/Small PlatesBreakfast & Brunch|/biz/balzem-new-york|Nolita|10012|NY|202 Mott StNew York, NY 10012|Manhattan|US|
Gato|(212) 334-6400|4.0 star rating|restaurant|MediterraneanSpanishBars|/biz/gato-new-york|NoHo|10012|NY|324 Lafayette StNew York, NY 10012|Manhattan|US|
Comme Ci Comme Ça|(347) 935-9807|4.0 star rating|restaurant|MoroccanFood Trucks|/biz/comme-ci-comme-%C3%A7a-new-york-2|Midtown East, Murray Hill|10022|NY|New York, NY 10022|Manhattan|US|
Housing Works Bookstore Cafe|(212) 334-3324|4.5 star rating|restaurant|BookstoresCafes|/biz/housing-works-bookstore-cafe-new-york|SoHo|10012|NY|126 Crosby StNew York, NY 10012|Manhattan|US|
Saxon + Parole|(212) 254-0350|4.0 star rating|restaurant|American (New)Bars|/biz/saxon-parole-new-york|NoHo|10012|NY|316 BoweryNew York, NY 10012|Manhattan|US|
Café Gitane|(212) 334-9552|4.0 star rating|restaurant|FrenchMoroccan|/biz/caf%C3%A9-gitane-new-york-3|Nolita|10012|NY|242 Mott StNew York, NY 10012|Manhattan|US|
Prince St. Pizza|(212) 966-4100|4.5 star rating|restaurant|Pizza|/biz/prince-st-pizza-new-york|Nolita|10012|NY|27 Prince StNew York, NY 10012|Manhattan|US|
Korchma Taras Bulba|(212) 510-7510|4.0 star rating|restaurant|RussianUkrainianModern European|/biz/korchma-taras-bulba-new-york|SoHo|10013|NY|357 W BroadwayNew York, NY 10013|Manhattan|US|
Emporio|(212) 966-1234|4.0 star rating|restaurant|Italian|/biz/emporio-new-york|Nolita|10012|NY|231 Mott StNew York, NY 10012|Manhattan|US|
Rubirosa|(212) 965-0500|4.0 star rating|restaurant|ItalianPizza|/biz/rubirosa-new-york-2|Nolita|10012|NY|235 Mulberry StNew York, NY 10012|Manhattan|US|
El Luchador|(646) 398-7499|4.0 star rating|restaurant|Mexican|/biz/el-luchador-new-york-2|South Street Seaport|10038|NY|87 South StNew York, NY 10038|Manhattan|US|
Mother’s Ruin|(212) 219-0942|4.0 star rating|restaurant|BarsAmerican (New)Breakfast & Brunch|/biz/mothers-ruin-new-york|Nolita|10012|NY|18 Spring StNew York, NY 10012|Manhattan|US|
Public|(212) 343-7011|4.0 star rating|restaurant|American (Traditional)|/biz/public-new-york|Nolita|10012|NY|210 Elizabeth StNew York, NY 10012|Manhattan|US|
Scott’s Pizza Tours|(212) 913-9903|5.0 star rating|restaurant|PizzaFood ToursWalking Tours|/biz/scotts-pizza-tours-new-york|||NY||Manhattan|US|
Park Avenue Tavern|(212) 867-4484|4.0 star rating|restaurant|American (Traditional)Gastropubs|/biz/park-avenue-tavern-new-york|Midtown East, Murray Hill|10016|NY|99 Park AveNew York, NY 10016|Manhattan|US|
Max Soha|(212) 531-2221|4.0 star rating|restaurant|Italian|/biz/max-soha-new-york|Morningside Heights|10027|NY|1274 Amsterdam AveNew York, NY 10027|Manhattan|US|
Balthazar Restaurant|(212) 965-1414|4.0 star rating|restaurant|French|/biz/balthazar-restaurant-new-york|SoHo|10012|NY|80 Spring StNew York, NY 10012|Manhattan|US|
Ted’s Corner Tavern|(212) 689-2676|4.5 star rating|restaurant|Cocktail BarsMediterranean|/biz/teds-corner-tavern-new-york|Midtown East, Murray Hill|10016|NY|523 3rd AveNew York, NY 10016|Manhattan|US|
Riverwalk Bar & Grill|(646) 833-7050|3.5 star rating|restaurant|American (Traditional)Bars|/biz/riverwalk-bar-and-grill-roosevelt-island|Roosevelt Island|10044|NY|425 Main StRoosevelt Island, NY 10044|Manhattan|US|
Jack’s Wife Freda|(212) 510-8550|4.0 star rating|restaurant|Breakfast & BrunchMediterranean|/biz/jacks-wife-freda-new-york|SoHo|10012|NY|224 Lafayette StNew York, NY 10012|Manhattan|US|
Cipriani Le Specialita|(212) 557-5088|4.0 star rating|restaurant|Specialty FoodItalianBakeries|/biz/cipriani-le-specialita-new-york|Midtown East, Murray Hill|10017|NY|120 E 42nd StNew York, NY 10017|Manhattan|US|
Galli|(212) 966-9288|4.0 star rating|restaurant|Italian|/biz/galli-new-york-3|SoHo|10013|NY|45 Mercer StNew York, NY 10013|Manhattan|US|
Siggy’s Good Food|(212) 226-5775|4.5 star rating|restaurant|MediterraneanVegan|/biz/siggys-good-food-new-york|NoHo|10012|NY|292 Elizabeth StNew York, NY 10012|Manhattan|US|
Bianca|(212) 260-4666|4.0 star rating|restaurant|ItalianAmerican (New)|/biz/bianca-new-york-4|NoHo|10012|NY|5 Bleecker StNew York, NY 10012|Manhattan|US|
Cafe Habana|(212) 625-2001|4.0 star rating|restaurant|CubanMexican|/biz/cafe-habana-new-york-4|Nolita|10012|NY|17 Prince StNew York, NY 10012|Manhattan|US|
Despaña|(212) 219-5050|4.5 star rating|restaurant|SpanishBasqueGrocery|/biz/despa%C3%B1a-new-york-2|SoHo|10013|NY|408 Broome StNew York, NY 10013|Manhattan|US|
Chicken Provence|(212) 922-0505|4.5 star rating|restaurant|French|/biz/chicken-provence-new-york|Midtown East, Murray Hill|10016|NY|154 E 39th StNew York, NY 10016|Manhattan|US|
Santina|(212) 254-3000|4.0 star rating|restaurant|ItalianSeafoodCocktail Bars|/biz/santina-new-york|Meatpacking District, West Village|10014|NY|820 Washington StNew York, NY 10014|Manhattan|US|
Fresh Salt|(212) 962-0053|4.0 star rating|restaurant|BarsAmerican (New)|/biz/fresh-salt-new-york|South Street Seaport|10038|NY|146 Beekman StNew York, NY 10038|Manhattan|US|
Hunan 5th|(212) 686-3366|2.5 star rating|restaurant|American (New)|/biz/hunan-5th-new-york|Koreatown, Midtown East, Midtown West|10016|NY|401 5th AveNew York, NY 10016|Manhattan|US|
Focolare|(212) 219-2500|2.0 star rating|restaurant|American (New)|/biz/focolare-new-york|Little Italy, Chinatown|10013|NY|115 Mulberry StNew York, NY 10013|Manhattan|US|
Mi Casa Su Casa|(212) 533-3335|5.0 star rating|restaurant|American (New)|/biz/mi-casa-su-casa-new-york|Lower East Side|10002|NY|124 Ridge StNew York, NY 10002|Manhattan|US|
Banoa Restaurant|(212) 260-8353||restaurant|Restaurants|/biz/banoa-restaurant-new-york|Lower East Side|10002|NY|202 Rivington StNew York, NY 10002|Manhattan|US|
Essex Food Llc|(212) 533-1212|5.0 star rating|restaurant|Restaurants|/biz/essex-food-llc-new-york|Lower East Side|10002|NY|120 Essex StNew York, NY 10002|Manhattan|US|
Rudy’s Pizza & Restaurant|||restaurant|DessertsPizzaBakeries|/biz/rudys-pizza-and-restaurant-new-york|Little Italy, Chinatown|10013|NY|174 Hester StNew York, NY 10013|Manhattan|US|
Capri Restaurant Corp|(212) 222-1537|3.0 star rating|restaurant|Dominican|/biz/capri-restaurant-corp-new-york|Manhattan Valley|10025|NY|903 Columbus AveNew York, NY 10025|Manhattan|US|
Panchos Burritos|(212) 505-9935||restaurant|Restaurants|/biz/panchos-burritos-new-york|Lower East Side|10003|NY|7 1/2 2nd AveNew York, NY 10003|Manhattan|US|
221 E Broadway Deli|(212) 227-8672|4.0 star rating|restaurant|DelisSandwiches|/biz/221-e-broadway-deli-new-york|Lower East Side|10002|NY|221 E BroadwayNew York, NY 10002|Manhattan|US|
Namu Restaurant Corporation|(212) 254-1675||restaurant|Restaurants|/biz/namu-restaurant-corporation-new-york|Lower East Side|10002|NY|42 Rivington Street BsmtNew York, NY 10002|Manhattan|US|
Little Osaka|(212) 683-1121||restaurant|Japanese|/biz/little-osaka-new-york|Koreatown, Midtown East|10016|NY|307 5th AveNew York, NY 10016|Manhattan|US|
Ny Gourmet Express|(212) 866-2297||restaurant|American (New)|/biz/ny-gourmet-express-new-york|Manhattan Valley|10025|NY|922 Amsterdam AveNew York, NY 10025|Manhattan|US|
Saji’s Kitchen of Japan|(212) 749-1834||restaurant|Japanese|/biz/sajis-kitchen-of-japan-new-york|Manhattan Valley|10025|NY|2810 BroadwayNew York, NY 10025|Manhattan|US|
Saul at the Brooklyn Museum|(646) 481-1229|3.5 star rating|restaurant|Restaurants|/biz/saul-at-the-brooklyn-museum-new-york-2|Lower East Side|10002|NY|74 Orchard StNew York, NY 10002|Manhattan|US|
Cosmo Daily News|(212) 240-9122|2.0 star rating|restaurant|Delis|/biz/cosmo-daily-news-new-york|Lower East Side, Chinatown|10002|NY|95 E BroadwayNew York, NY 10002|Manhattan|US|
La Beba Restaurant|(212) 665-4552||restaurant|American (New)|/biz/la-beba-restaurant-new-york|Manhattan Valley|10025|NY|944 Columbus AveNew York, NY 10025|Manhattan|US|
Pomme Pomme Falafel Corporation|(646) 602-8140|3.0 star rating|restaurant|Falafel|/biz/pomme-pomme-falafel-corporation-new-york|Lower East Side, Alphabet City|10002|NY|191 E Houston StNew York, NY 10002|Manhattan|US|
Catering Special||4.0 star rating|restaurant|Chinese|/biz/catering-special-new-york|Little Italy, Chinatown|10013|NY|195 Centre StNew York, NY 10013|Manhattan|US|
HENRYs|(212) 866-0600|3.5 star rating|restaurant|Burgers|/biz/henrys-new-york-33|Manhattan Valley|10025|NY|2745 BroadwayNew York, NY 10025|Manhattan|US|
Ny Griled & Deli|(212) 228-8301||restaurant|Beer, Wine & SpiritsDelis|/biz/ny-griled-and-deli-new-york|Lower East Side|10002|NY|208 Rivington StNew York, NY 10002|Manhattan|US|
Bookchangdong|(888) 793-5959|3.0 star rating|restaurant|American (New)|/biz/bookchangdong-new-york-2|Koreatown, Midtown West|10001|NY|34 W 32nd StNew York, NY 10001|Manhattan|US|
213 Grand St Gourmet|(212) 226-4231||restaurant|Restaurants|/biz/213-grand-st-gourmet-new-york|Little Italy|10013|NY|213 Grand StreetNew York, NY 10013|Manhattan|US|
L’appetissant Cafe & Caters|(212) 563-3030||restaurant|Cafes|/biz/l-appetissant-cafe-and-caters-new-york|Koreatown, Midtown West|10001|NY|294 5th AveNew York, NY 10001|Manhattan|US|
Columbia Shop|(646) 524-6907||restaurant|Armenian|/biz/columbia-shop-new-york|Manhattan Valley|10025|NY|974 Amsterdam AveNew York, NY 10025|Manhattan|US|
Famous Italian Mexican Restaurant|(212) 316-1427|4.5 star rating|restaurant|MexicanItalian|/biz/famous-italian-mexican-restaurant-new-york|Manhattan Valley|10025|NY|886 Amsterdam AveNew York, NY 10025|Manhattan|US|
Sun Lee Deli|(917) 256-1788||restaurant|DelisSandwiches|/biz/sun-lee-deli-new-york|Koreatown, Midtown East, Midtown West|10016|NY|321 5th AvenueNew York, NY 10016|Manhattan|US|
Loria Mini Mkt|(212) 995-8764|3.5 star rating|restaurant|DelisSandwiches|/biz/loria-mini-mkt-new-york|Lower East Side|10002|NY|85 Pitt StNew York, NY 10002|Manhattan|US|
Best Restaurant|(212) 219-3328||restaurant|Restaurants|/biz/best-restaurant-new-york|Lower East Side|10002|NY|71 Eldridge StreetNew York, NY 10002|Manhattan|US|
Paesanos|(212) 965-1188||restaurant|Italian|/biz/paesanos-new-york|Little Italy|10013|NY|136 Mullbery StNew York, NY 10013|Manhattan|US|
K TASTY|(212) 625-1115|3.0 star rating|restaurant|Szechuan|/biz/k-tasty-new-york|Lower East Side, Chinatown|10002|NY|67A Eldridge StNew York, NY 10002|Manhattan|US|
CMQ Trading Inc|(212) 233-5743|3.0 star rating|restaurant|DelisSandwiches|/biz/cmq-trading-inc-new-york|Lower East Side, Chinatown|10002|NY|135 Division StNew York, NY 10002|Manhattan|US|
D A E Dong Manhattan|(212) 695-3873||restaurant|Restaurants|/biz/d-a-e-dong-manhattan-new-york|Koreatown, Midtown West|10001|NY|17 W 32nd StreetNew York, NY 10001|Manhattan|US|
David Burke fabrick|(212) 302-3838|4.0 star rating|restaurant|American (New)|/adredir?ad_business_id=6iwCbP5QNxYpqOhcd9h9Ew&placement=above_search&redirect_url=http%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdavid-burke-fabrick-new-york&request_id=16f2a3e0a1185001&signature=115ee8bac767b11758e9bba56597c46b18b51015223b8a112505c20d0478881a&slot=0|Midtown West|10018|NY|47 W 38th StNew York, NY 10018|Manhattan|US|
245 Gourmet Food|(212) 686-7300||restaurant|Restaurants|/biz/245-gourmet-food-new-york|Koreatown, Midtown East, Midtown West|10016|NY|245 5th AvenueNew York, NY 10016|Manhattan|US|
Columbus Pizza|(212) 864-1309||restaurant|Pizza|/biz/columbus-pizza-new-york|Manhattan Valley|10025|NY|916 Columbus AveNew York, NY 10025|Manhattan|US|
Maui Tacos|(212) 868-9720||restaurant|Mexican|/biz/maui-tacos-new-york-3|Koreatown, Midtown East, Midtown West|10001|NY|330 5th AveNew York, NY 10001|Manhattan|US|
New York Pizza|(716) 882-0222||restaurant|Pizza|/biz/new-york-pizza-new-york|Lower East Side|10002|NY|160 Allen StNew York, NY 10002|Manhattan|US|
New Shopping World|(212) 213-6880||restaurant|Restaurants|/biz/new-shopping-world-new-york|Koreatown, Midtown East, Midtown West|10016|NY|401 5th AvenueNew York, NY 10016|Manhattan|US|
Ludlow Cafe|(212) 353-0536||restaurant|Restaurants|/biz/ludlow-cafe-new-york|Lower East Side|10002|NY|165 Ludlow StNew York, NY 10002|Manhattan|US|
Moon Candy & Grocery|(212) 253-6262||restaurant|Candy StoresDelis|/biz/moon-candy-and-grocery-new-york|Lower East Side|10002|NY|279 E Houston StNew York, NY 10002|Manhattan|US|
106 Gourmet Cafe|(212) 222-4707||restaurant|Cafes|/biz/106-gourmet-cafe-new-york|Manhattan Valley|10025|NY|51 W 106th StNew York, NY 10025|Manhattan|US|
97st Deli|||restaurant|Diners|/biz/97st-deli-new-york|Manhattan Valley|10025|NY|73 W 104th StNew York, NY 10025|Manhattan|US|
R I R Deli Grocery Co|(212) 280-0637|3.5 star rating|restaurant|DelisSandwiches|/biz/r-i-r-deli-grocery-co-new-york|Manhattan Valley|10025|NY|161 W 106th StNew York, NY 10025|Manhattan|US|
China Restaurant|(706) 738-8998||restaurant|Chinese|/biz/china-restaurant-new-york|Lower East Side, Two Bridges|10002|NY|229 Henry StNew York, NY 10002|Manhattan|US|
S & L Groceries|(212) 995-8463|4.0 star rating|restaurant|Delis|/biz/s-and-l-groceries-new-york|Lower East Side, Chinatown|10002|NY|27 Essex StNew York, NY 10002|Manhattan|US|
Wah Hing Coffee Shop|(212) 966-9063||restaurant|Restaurants|/biz/wah-hing-coffee-shop-new-york|Lower East Side|10002|NY|70 Forsyth StNew York, NY 10002|Manhattan|US|
Benson’s NYC|(646) 400-1979||restaurant|American (New)GastropubsPubs|/biz/bensons-nyc-new-york|Lower East Side|10002|NY|181 Essex StNew York, NY 10002|Manhattan|US|
Ocean King Trading|(212) 925-0022||restaurant|Seafood|/biz/ocean-king-trading-new-york|Lower East Side|10002|NY|301 Broome StreetNew York, NY 10002|Manhattan|US|
Cafe Juanita|(212) 253-5311||restaurant|Mexican|/biz/cafe-juanita-new-york-city|Lower East Side|10009|NY|153 Rivington StreetNew York City, NY 10009|Manhattan|US|
Mikes Papaya|(212) 663-5076||restaurant|Restaurants|/biz/mikes-papaya-new-york|Manhattan Valley|10025|NY|2832 BroadwayNew York, NY 10025|Manhattan|US|
Garden Restaurant|(212) 563-1480||restaurant|American (New)|/biz/garden-restaurant-new-york|Koreatown, Midtown West|10001|NY|43 W 32nd StNew York, NY 10001|Manhattan|US|
Miraldo Restaurant Corp|(212) 665-0100||restaurant|Restaurants|/biz/miraldo-restaurant-corp-new-york|Manhattan Valley|10025|NY|932 Columbus AveNew York, NY 10025|Manhattan|US|
A & K News & Candy Store|(212) 227-6073||restaurant|Restaurants|/biz/a-and-k-news-and-candy-store-new-york|Lower East Side|10002|NY|162 E BroadwayNew York, NY 10002|Manhattan|US|
Colosseo Romano Restaurant Pizzeria|(212) 316-1427||restaurant|Pizza|/biz/colosseo-romano-restaurant-pizzeria-new-york|Manhattan Valley|10025|NY|886 Amsterdam AvenueNew York, NY 10025|Manhattan|US|
Taqueria Tlapa|(646) 259-5848|3.0 star rating|restaurant|Mexican|/biz/taqueria-tlapa-new-york|Manhattan Valley|10025|NY|946 Columbus AveNew York, NY 10025|Manhattan|US|
Guzman Meat Supermarket|(212) 227-3284||restaurant|Delis|/biz/guzman-meat-supermarket-new-york|Lower East Side, Two Bridges|10002|NY|213 Madison StNew York, NY 10002|Manhattan|US|
Gmo Restaurant|(212) 465-9854||restaurant|American (New)|/biz/gmo-restaurant-new-york|Koreatown, Midtown West|10001|NY|16 W 32nd StNew York, NY 10001|Manhattan|US|
Frank & Tommy|||restaurant|Pizza|/biz/frank-and-tommy-manhattan|Lower East Side, Two Bridges|10002|NY|205 Madison StManhattan, NY 10002|Manhattan|US|
Casserola Cafe Restaurant|(212) 665-4552||restaurant|Restaurants|/biz/casserola-cafe-restaurant-new-york|Manhattan Valley|10025|NY|944 Columbus AvenueNew York, NY 10025|Manhattan|US|
Poppa John’s Pizza|(212) 475-7272||restaurant|Pizza|/biz/poppa-johns-pizza-new-york-2|Lower East Side|10002|NY|85 Stanton StNew York, NY 10002|Manhattan|US|
J & F Deli Grocery Inc|(212) 529-7195||restaurant|Delis|/biz/j-and-f-deli-grocery-inc-new-york|Lower East Side|10002|NY|219 Eldridge StNew York, NY 10002|Manhattan|US|
Grilled Cheese NYC|(212) 982-6600||restaurant|Sandwiches|/biz/grilled-cheese-nyc-manhattan|Lower East Side|10002|NY|168 Ludlow StManhattan, NY 10002|Manhattan|US|
Ranch 1|(212) 947-6000||restaurant|American (Traditional)|/biz/ranch-1-new-york-12|Koreatown, Midtown West|10001|NY|308 5th AveNew York, NY 10001|Manhattan|US|
Pizzeria 1889|(212) 228-6461|4.5 star rating|restaurant|Pizza|/biz/pizzeria-1889-new-york-3|Lower East Side|10002|NY|201 Clinton StNew York, NY 10002|Manhattan|US|
Leader Restaurant|(212) 674-8265||restaurant|Restaurants|/biz/leader-restaurant-new-york|Lower East Side|10002|NY|191 BoweryNew York, NY 10002|Manhattan|US|
Sammy Deli Inc|(212) 665-2474||restaurant|DelisSandwiches|/biz/sammy-deli-inc-new-york|Manhattan Valley|10025|NY|901 Columbus AveNew York, NY 10025|Manhattan|US|
Costa Azzura Restaurant|(212) 966-5634||restaurant|Restaurants|/biz/costa-azzura-restaurant-new-york|Little Italy|10013|NY|134 Mulberry StreetNew York, NY 10013|Manhattan|US|
Hung Sun Noodle Shop|(212) 965-9663||restaurant|Restaurants|/biz/hung-sun-noodle-shop-new-york|Little Italy|10013|NY|214 Grand StreetNew York, NY 10013|Manhattan|US|
Pan Orient & Seafood Corp|(212) 608-6620||restaurant|Seafood|/biz/pan-orient-and-seafood-corp-new-york|Lower East Side|10002|NY|187 E BroadwayNew York, NY 10002|Manhattan|US|
La Barra|(212) 260-3900|5.0 star rating|restaurant|SeafoodMexican|/biz/la-barra-new-york|Lower East Side|10002|NY|250 Broome StNew York, NY 10002|Manhattan|US|
Mole By Taco Taco|(212) 777-3200|2.5 star rating|restaurant|MexicanPizza|/biz/mole-by-taco-taco-new-york|Lower East Side|10002|NY|205 Allen StNew York, NY 10002|Manhattan|US|
Jabrell II Food Market|(212) 665-1927||restaurant|Restaurants|/biz/jabrell-ii-food-market-new-york|Manhattan Valley|10025|NY|764 Columbus AvenueNew York, NY 10025|Manhattan|US|
Mon Wong Restaurant|(212) 334-9124||restaurant|Restaurants|/biz/mon-wong-restaurant-new-york|Little Italy|10013|NY|212 Grand StreetNew York, NY 10013|Manhattan|US|
James Killing|(212) 228-3100|3.5 star rating|restaurant|Restaurants|/biz/james-killing-new-york|Lower East Side|10002|NY|133 Essex StNew York, NY 10002|Manhattan|US|
IL Fornaio pizzeria|(800) 752-2356||restaurant|Pizza|/biz/il-fornaio-pizzeria-new-york-3|Little Italy|10013|NY|132A Mulberry StNew York, NY 10013|Manhattan|US|
Wyanoka|(212) 941-8757||restaurant|Restaurants|/biz/wyanoka-new-york|Little Italy, Nolita|10013|NY|173 Mott StreetNew York, NY 10013|Manhattan|US|
De Yong Xing|(646) 613-1719||restaurant|Chinese|/biz/de-yong-xing-new-york|Lower East Side|10002|NY|305 Broome StNew York, NY 10002|Manhattan|US|
Manu Restaurant|(212) 222-0233|3.0 star rating|restaurant|Restaurants|/biz/manu-restaurant-new-york|Manhattan Valley|10025|NY|2607 BroadwayNew York, NY 10025|Manhattan|US|
Westside Fishmarket|(212) 932-2942||restaurant|Seafood|/biz/westside-fishmarket-new-york|Manhattan Valley|10025|NY|774 Amsterdam AveNew York, NY 10025|Manhattan|US|
Poppa John’s Pizza|(212) 473-7272|3.0 star rating|restaurant|Pizza|/biz/poppa-johns-pizza-new-york|Manhattan Valley|10025|NY|2642 BroadwayNew York, NY 10025|Manhattan|US|
Wayne’s Wings|(347) 762-9852||restaurant|Chicken Wings|/biz/waynes-wings-new-york|Manhattan Valley|10025|NY|125 W 109th StNew York, NY 10025|Manhattan|US|
Big Georges Pizza|(212) 683-1826|4.0 star rating|restaurant|Pizza|/biz/big-georges-pizza-new-york|Koreatown, Midtown East, Midtown West|10016|NY|333 5th AveNew York, NY 10016|Manhattan|US|
Elsa Delicatessen|(212) 267-2244|4.0 star rating|restaurant|DelisSandwiches|/biz/elsa-delicatessen-new-york|Lower East Side|10002|NY|189 E BroadwayNew York, NY 10002|Manhattan|US|
Won Ton Specialist|(212) 219-2755||restaurant|Restaurants|/biz/won-ton-specialist-new-york|Lower East Side|10002|NY|50 Allen StNew York, NY 10002|Manhattan|US|
292 Cafe|(212) 643-8230||restaurant|Restaurants|/biz/292-cafe-new-york|Koreatown, Midtown East, Midtown West|10001|NY|292 5th AvenueNew York, NY 10001|Manhattan|US|
Twins Deli|(212) 677-4300||restaurant|Delis|/biz/twins-deli-new-york|Lower East Side|10002|NY|83 Essex StNew York, NY 10002|Manhattan|US|
Village Food Valley|(212) 228-4635|2.5 star rating|restaurant|Delis|/biz/village-food-valley-new-york|Lower East Side, Alphabet City|10002|NY|240 E Houston StNew York, NY 10002|Manhattan|US|
Montes Food Corp|(212) 564-5897|3.5 star rating|restaurant|DelisSandwiches|/biz/montes-food-corp-new-york|Koreatown, Midtown West|10001|NY|41 W 33rd StNew York, NY 10001|Manhattan|US|
Italian Eatery|(212) 663-7000|3.0 star rating|restaurant|Italian|/biz/italian-eatery-new-york|Manhattan Valley|10025|NY|1011 Columbus AveNew York, NY 10025|Manhattan|US|
